#Datetime,soil_moisture_gravimetric[g/g],soil_moisture_volumetric[m3/m3],neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(°C),temperature_ext(°C),ur(%),pressure(hPa)
2023-03-10 19:00:00,0.19722813210652,0.27809166627019,721.67130867542,5107.3482909313,,3608,12.53,13.47,0,0,986.31
2023-03-10 20:00:00,0.19892305709064,0.2804815104978,777.39453829944,5440.9247005032,,3608,12.53,13.83,0,0,986.81
2023-03-10 21:00:00,0.19594209552094,0.27627835468452,810.30829630795,5100.951475588,,3608,12.6,13.08,0,0,987.41
2023-03-10 22:00:00,0.19602871368125,0.27640048629056,780.60962290226,5193.7493870575,,3609,12.46,14.63,0,0,987.21
2023-03-10 23:00:00,0.19543526568069,0.27556372460977,783.92463914433,5145.3779686661,,3608,12.42,12.91,0,0,987.39
2023-03-11 00:00:00,0.19583327238479,0.27612491406255,792.35980240765,5318.6321537126,,3608,12.5,12.98,0,0,987.17
2023-03-11 01:00:00,0.19464447892404,0.27444871528289,808.89581334885,5111.309435176,,3609,12.52,13.4,0,0,986.86
2023-03-11 02:00:00,0.1954130969482,0.27553246669696,758.80226033497,5332.0685723734,,3608,12.43,13.43,0,0,986.79
2023-03-11 03:00:00,0.19505120562603,0.2750221999327,796.71351544416,5242.1540308624,,3609,12.39,13.95,0,0,986.36
2023-03-11 04:00:00,0.19520212132548,0.27523499106893,774.21155864191,5088.7170135273,,3609,12.4,14.59,0,0,986.1
2023-03-11 05:00:00,0.19367579753187,0.27308287451994,760.96249877301,5211.7423505657,,3608,12.49,11.55,0,0,985.89
2023-03-11 06:00:00,0.19171948832559,0.27032447853908,787.54225273645,5110.3010915207,,3609,12.49,13.15,0,0,985.62
2023-03-11 07:00:00,0.19033385963699,0.26837074208815,773.01742061023,5148.237455197,,3608,13.43,15.46,0,0,986.34
2023-03-11 08:00:00,0.19168408648151,0.27027456193892,764.92098591924,5228.7861455711,,3609,14.14,21.82,0,0,986.08
2023-03-11 09:00:00,0.1888938923281,0.26634038818263,760.99104176101,4978.1212266274,,3608,14.22,24.32,0,0,986.9
2023-03-11 10:00:00,0.18938736326113,0.26703618219819,764.39637125523,5167.7636598464,,3609,14.14,25.39,0,0,986.65
2023-03-11 11:00:00,0.1904889554734,0.2685894272175,755.95390861319,5233.2961571648,,3608,13.1,24.89,0,0,986.43
2023-03-11 12:00:00,0.19046419352415,0.26855451286905,730.44806616824,5229.9290275375,,3608,14.11,26.85,0,0,986.8
2023-03-11 13:00:00,0.1871951933417,0.26394522261179,761.73129546005,5119.1035353825,,3609,14.15,28.04,0,0,986.48
2023-03-11 14:00:00,0.18763828916262,0.2645699877193,788.2546110106,5214.8356048418,,3608,14.12,28.97,0,0,986.37
2023-03-11 15:00:00,0.18629247369523,0.26267238791027,788.92175932857,5233.6103713136,,3609,14.13,28.9,0,0,986.49
2023-03-11 16:00:00,0.18672965934866,0.26328881968162,785.97358682446,5343.6581032486,,3608,13.12,26.42,0,0,986.7
2023-03-11 17:00:00,0.18844993499755,0.26571440834655,715.31485982838,5194.6978175668,,3608,12.62,21.89,0,0,987.02
2023-03-11 18:00:00,0.18883772363988,0.26626119033223,735.30474856962,5145.8979388528,,3609,12.64,17.51,0,0,987.87
2023-03-11 19:00:00,0.188022548072,0.26511179278152,746.41755613298,5159.5951916932,,3608,12.62,16.78,0,0,989.01
2023-03-11 20:00:00,0.18762515521086,0.26455146884731,751.77030293718,5200.2683372983,,3609,12.56,14.77,0,0,990.22
2023-03-11 21:00:00,0.18867696240124,0.26603451698575,784.24883123541,5146.8771755057,,3609,12.51,12.43,0,0,991.14
2023-03-11 22:00:00,0.18758612307771,0.26449643353958,778.994387756,4974.2071447897,,3609,12.49,11.67,0,0,992.12
2023-03-11 23:00:00,0.18912752106473,0.26666980470126,753.34177900163,5205.8999447223,,3608,12.38,11.23,0,0,993.28
2023-03-12 00:00:00,0.19251700218452,0.27144897308018,711.73670638153,5251.6066861105,,3608,12.53,11.02,0,0,994.53
2023-03-12 01:00:00,0.1927152491501,0.27172850130164,806.5708058899,5138.6805955969,,3609,12.47,10.11,0,0,995.48
2023-03-12 02:00:00,0.19119523688056,0.26958528400159,771.18335383469,5168.9920495061,,3620,12.43,10.47,0,0,996.03
2023-03-12 03:00:00,0.19269775922012,0.27170384050037,754.54462338582,5218.6343052437,,3608,12.5,10.94,0,0,996.57
2023-03-12 04:00:00,0.19527200374028,0.2753335252738,748.92266350837,5335.7011252812,,3609,12.46,11.1,0,0,997.54
2023-03-12 05:00:00,0.19358745653754,0.27295831371793,762.92895315052,4926.0494384433,,3608,12.43,11.02,0,0,998.43
2023-03-12 06:00:00,0.19400687440209,0.27354969290695,768.52674556267,5065.516988147,,3609,12.5,11.42,0,0,999.1
2023-03-12 07:00:00,0.19540629981228,0.27552288273531,760.83084814702,5299.3028443133,,3607,12.55,12.11,0,0,1000.2
2023-03-12 08:00:00,0.19425192372159,0.27389521244745,791.5318878371,5202.2005224435,,3610,12.54,14.01,0,0,1001.03
2023-03-12 09:00:00,0.1947717223468,0.27462812850899,773.11900736886,5153.0151805205,,3608,13.01,16.17,0,0,1001.76
2023-03-12 10:00:00,0.19561992638225,0.27582409619898,774.52477481276,5377.2865267859,,3608,13.12,18.89,0,0,1002.34
2023-03-12 11:00:00,0.19566362859531,0.27588571631938,766.00722750211,5309.8556456263,,3608,13.65,19.35,0,0,1002.55
2023-03-12 12:00:00,0.1942883447973,0.27394656616419,748.96778719779,5157.1394203158,,3609,13.12,19.91,0,0,1002.56
2023-03-12 13:00:00,0.19499157955226,0.27493812716868,755.74985763401,5195.6385977496,,3608,14.08,23.35,0,0,1002.48
2023-03-12 14:00:00,0.19541908728283,0.27554091306879,746.96407158422,5015.7395166116,,3608,14.15,24.64,0,0,1002.21
