#Datetime;neutrons;muons;gamma;integration_time(s);V_in(Volt);temperature_in(°C);temperature_ext(°C);ur(%);pressure(hPa)
2023-06-17 18:00:00;995;5319;0;3609;13.7;39.0;0.0;0.0;975.7
2023-06-17 19:00:00;988;5488;0;3609;12.9;36.1;0.0;0.0;975.6
2023-06-17 20:00:00;956;5392;0;3608;12.5;30.4;0.0;0.0;975.6
2023-06-17 21:00:00;973;5499;0;3609;12.6;26.3;0.0;0.0;975.7
2023-06-17 22:00:00;956;5344;0;3607;12.6;25.1;0.0;0.0;975.9
2023-06-17 23:00:00;1012;5306;0;3609;12.5;22.6;0.0;0.0;976.4
2023-06-18 00:00:00;1002;5275;0;3608;12.6;21.7;0.0;0.0;976.6
2023-06-18 01:00:00;940;5599;0;3609;12.5;21.1;0.0;0.0;976.8
2023-06-18 02:00:00;994;5753;0;3608;12.5;20.4;0.0;0.0;976.6
2023-06-18 03:00:00;946;5400;0;3609;12.4;19.9;0.0;0.0;976.7
2023-06-18 04:00:00;1039;5537;0;3608;12.6;19.0;0.0;0.0;976.7
2023-06-18 05:00:00;933;5540;0;3609;12.5;18.6;0.0;0.0;976.6
2023-06-18 06:00:00;993;5291;0;3608;12.4;18.9;0.0;0.0;976.9
2023-06-18 07:00:00;922;5534;0;3609;12.6;23.4;0.0;0.0;976.9
2023-06-18 08:00:00;958;5563;0;3610;13.2;28.6;0.0;0.0;977.4
2023-06-18 09:00:00;1005;5414;0;3608;14.2;33.3;0.0;0.0;977.5
2023-06-18 10:00:00;944;5439;0;3608;14.1;35.3;0.0;0.0;977.9
2023-06-18 11:00:00;922;5607;0;3609;14.1;36.0;0.0;0.0;978.0
2023-06-18 12:00:00;906;5295;0;3608;14.2;36.0;0.0;0.0;978.0
2023-06-18 13:00:00;940;5610;0;3609;14.2;36.1;0.0;0.0;978.4
2023-06-18 14:00:00;935;5215;0;3609;14.2;37.6;0.0;0.0;978.1
2023-06-18 15:00:00;1006;5376;0;3608;14.2;39.0;0.0;0.0;977.6
2023-06-18 16:00:00;920;5349;0;3610;14.2;39.4;0.0;0.0;977.4
2023-06-18 17:00:00;997;5439;0;3608;14.3;37.0;0.0;0.0;977.2
2023-06-18 18:00:00;992;5381;0;3608;13.3;34.3;0.0;0.0;977.1
2023-06-18 19:00:00;985;5349;0;3609;13.3;32.0;0.0;0.0;977.1
2023-06-18 20:00:00;958;5393;0;3609;12.6;29.3;0.0;0.0;977.2
2023-06-18 21:00:00;981;5416;0;3608;12.6;26.4;0.0;0.0;976.9
2023-06-18 22:00:00;959;5355;0;3608;12.7;24.8;0.0;0.0;977.2
2023-06-18 23:00:00;888;5540;0;3608;12.6;23.8;0.0;0.0;977.6
2023-06-19 00:00:00;975;5548;0;3609;12.4;23.2;0.0;0.0;977.7
2023-06-19 01:00:00;937;5480;0;3608;12.5;22.8;0.0;0.0;977.9
2023-06-19 02:00:00;983;5419;0;3610;12.6;21.2;0.0;0.0;977.3
2023-06-19 03:00:00;1019;5261;0;3608;12.4;20.7;0.0;0.0;977.8
2023-06-19 04:00:00;997;5539;0;3608;12.6;20.3;0.0;0.0;978.1
2023-06-19 05:00:00;993;5629;0;3608;12.4;20.3;0.0;0.0;978.1
2023-06-19 06:00:00;962;5296;0;3619;12.4;20.8;0.0;0.0;978.5
2023-06-19 07:00:00;937;5566;0;3610;12.4;24.5;0.0;0.0;978.5
2023-06-19 08:00:00;951;5374;0;3609;13.2;26.5;0.0;0.0;978.5
2023-06-19 09:00:00;998;5502;0;3609;14.3;30.3;0.0;0.0;978.5
2023-06-19 10:00:00;961;5320;0;3608;14.3;31.8;0.0;0.0;978.7
2023-06-19 11:00:00;957;5443;0;3608;13.2;34.6;0.0;0.0;978.8
2023-06-19 12:00:00;968;5382;0;3609;13.2;35.2;0.0;0.0;978.5
2023-06-19 13:00:00;1000;5544;0;3608;13.3;36.1;0.0;0.0;978.7
2023-06-19 14:00:00;967;5361;0;3609;13.2;37.6;0.0;0.0;978.5
2023-06-19 15:00:00;908;5383;0;3619;14.2;40.3;0.0;0.0;978.3
2023-06-19 16:00:00;981;5317;0;3609;14.1;38.5;0.0;0.0;977.9
2023-06-19 17:00:00;1008;5400;0;3608;14.2;38.0;0.0;0.0;977.7
2023-06-19 18:00:00;967;5330;0;3609;13.1;36.9;0.0;0.0;977.5
2023-06-19 19:00:00;945;5373;0;3608;12.6;35.9;0.0;0.0;977.5
2023-06-19 20:00:00;894;5271;0;3608;12.6;32.0;0.0;0.0;977.7
2023-06-19 21:00:00;997;5492;0;3608;12.6;27.5;0.0;0.0;977.8
2023-06-19 22:00:00;973;5217;0;3608;12.7;25.9;0.0;0.0;977.6
2023-06-19 23:00:00;935;5257;0;3609;12.4;24.9;0.0;0.0;978.1
2023-06-20 00:00:00;1026;5424;0;3607;12.6;24.5;0.0;0.0;978.3
2023-06-20 01:00:00;990;5353;0;3609;12.5;24.0;0.0;0.0;978.6
2023-06-20 02:00:00;1026;5444;0;3609;12.5;23.1;0.0;0.0;978.6
2023-06-20 03:00:00;984;5433;0;3609;12.5;22.5;0.0;0.0;978.3
2023-06-20 04:00:00;961;5565;0;3608;12.4;22.0;0.0;0.0;978.3
2023-06-20 05:00:00;928;5349;0;3609;12.3;21.5;0.0;0.0;978.3
2023-06-20 06:00:00;965;5346;0;3609;12.4;22.0;0.0;0.0;978.5
2023-06-20 07:00:00;1067;5304;0;3610;12.6;26.3;0.0;0.0;979.2
2023-06-20 08:00:00;984;5358;0;3609;13.3;30.3;0.0;0.0;979.1
2023-06-20 09:00:00;1031;5510;0;3609;14.2;33.2;0.0;0.0;979.3
2023-06-20 10:00:00;988;5404;0;3609;14.1;34.8;0.0;0.0;979.4
2023-06-20 11:00:00;969;5233;0;3608;13.3;34.8;0.0;0.0;980.0
2023-06-20 12:00:00;970;5520;0;3608;13.3;36.0;0.0;0.0;980.1
2023-06-20 13:00:00;1048;5392;0;3609;13.3;36.5;0.0;0.0;979.8
2023-06-20 14:00:00;989;5361;0;3608;14.2;38.9;0.0;0.0;979.6
2023-06-20 15:00:00;930;5413;0;3609;14.1;40.2;0.0;0.0;979.5
2023-06-20 16:00:00;983;5231;0;3609;14.2;41.5;0.0;0.0;979.3
2023-06-20 17:00:00;981;5594;0;3608;14.2;38.8;0.0;0.0;978.9
2023-06-20 18:00:00;990;5368;0;3609;13.1;36.6;0.0;0.0;978.8
2023-06-20 19:00:00;937;5479;0;3608;12.9;34.1;0.0;0.0;978.7
2023-06-20 20:00:00;994;5325;0;3607;12.6;30.7;0.0;0.0;978.6
2023-06-20 21:00:00;1005;5524;0;3621;12.5;27.2;0.0;0.0;978.5
2023-06-20 22:00:00;1040;5240;0;3608;12.6;26.0;0.0;0.0;978.8
2023-06-20 23:00:00;988;5295;0;3608;12.5;25.2;0.0;0.0;979.7
2023-06-21 00:00:00;996;5432;0;3609;12.6;24.7;0.0;0.0;979.7
2023-06-21 01:00:00;943;5533;0;3608;12.5;24.0;0.0;0.0;979.2
2023-06-21 02:00:00;999;5441;0;3609;12.6;23.7;0.0;0.0;979.7
2023-06-21 03:00:00;951;5355;0;3609;12.5;23.2;0.0;0.0;979.6
2023-06-21 04:00:00;1034;5559;0;3608;12.4;22.6;0.0;0.0;979.5
2023-06-21 05:00:00;978;5641;0;3608;12.4;22.3;0.0;0.0;979.6
2023-06-21 06:00:00;1016;5429;0;3609;12.4;22.5;0.0;0.0;979.6
2023-06-21 07:00:00;934;5251;0;3609;12.8;26.7;0.0;0.0;979.9
2023-06-21 08:00:00;974;5248;0;3610;13.2;31.5;0.0;0.0;980.1
2023-06-21 09:00:00;1034;5173;0;3608;13.2;33.0;0.0;0.0;980.4
2023-06-21 10:00:00;981;5247;0;3608;14.2;36.2;0.0;0.0;980.6
2023-06-21 11:00:00;998;5390;0;3608;14.2;37.3;0.0;0.0;980.5
2023-06-21 12:00:00;981;5368;0;3609;13.2;36.2;0.0;0.0;980.6
2023-06-21 13:00:00;946;5486;0;3608;13.2;37.5;0.0;0.0;980.6
2023-06-21 14:00:00;951;5451;0;3609;14.1;39.8;0.0;0.0;980.2
2023-06-21 15:00:00;968;5302;0;3609;14.2;40.8;0.0;0.0;980.3
2023-06-21 16:00:00;1018;5390;0;3608;14.2;43.2;0.0;0.0;980.1
2023-06-21 17:00:00;974;5502;0;3608;14.2;42.4;0.0;0.0;979.7
2023-06-21 18:00:00;938;5456;0;3609;13.3;41.7;0.0;0.0;979.4
2023-06-21 19:00:00;975;5238;0;3608;12.5;39.2;0.0;0.0;978.9
2023-06-21 20:00:00;991;5394;0;3608;12.6;32.7;0.0;0.0;978.7
2023-06-21 21:00:00;995;5251;0;3608;12.6;29.2;0.0;0.0;979.1
2023-06-21 22:00:00;947;5185;0;3608;12.6;27.5;0.0;0.0;979.7
2023-06-21 23:00:00;974;5418;0;3609;12.6;26.4;0.0;0.0;980.3
2023-06-22 00:00:00;987;5214;0;3609;12.5;25.8;0.0;0.0;980.7
2023-06-22 01:00:00;978;5500;0;3619;12.5;25.0;0.0;0.0;981.1
2023-06-22 02:00:00;945;5264;0;3609;12.5;24.0;0.0;0.0;980.7
2023-06-22 03:00:00;967;5429;0;3608;12.5;23.9;0.0;0.0;980.9
2023-06-22 04:00:00;1007;5436;0;3607;12.4;23.9;0.0;0.0;980.4
2023-06-22 05:00:00;1014;5338;0;3610;12.6;23.1;0.0;0.0;980.3
2023-06-22 06:00:00;944;5331;0;3608;12.5;24.1;0.0;0.0;980.6
2023-06-22 07:00:00;998;5237;0;3609;12.8;27.2;0.0;0.0;980.8
2023-06-22 08:00:00;973;5251;0;3608;13.3;31.7;0.0;0.0;981.0
2023-06-22 09:00:00;988;5206;0;3609;13.3;32.2;0.0;0.0;980.9
2023-06-22 10:00:00;980;5388;0;3608;14.1;37.2;0.0;0.0;980.9
2023-06-22 11:00:00;939;5252;0;3608;14.3;39.4;0.0;0.0;980.6
2023-06-22 12:00:00;1000;5460;0;3609;14.2;39.4;0.0;0.0;980.5
2023-06-22 13:00:00;908;5312;0;3608;14.2;39.7;0.0;0.0;980.2
2023-06-22 14:00:00;987;5194;0;3609;14.1;40.9;0.0;0.0;980.0
2023-06-22 15:00:00;1000;5223;0;3608;14.2;43.2;0.0;0.0;979.0
2023-06-22 16:00:00;979;5321;0;3609;14.2;42.4;0.0;0.0;978.9
2023-06-22 17:00:00;967;5313;0;3609;13.1;38.2;0.0;0.0;978.4
2023-06-22 18:00:00;1004;5293;0;3608;13.1;35.4;0.0;0.0;978.4
2023-06-22 19:00:00;1015;5428;0;3608;12.5;32.9;0.0;0.0;978.1
2023-06-22 20:00:00;957;5294;0;3609;12.6;31.5;0.0;0.0;977.7
2023-06-22 21:00:00;982;5433;0;3607;12.6;29.4;0.0;0.0;977.6
2023-06-22 22:00:00;948;5119;0;3609;12.7;28.3;0.0;0.0;977.7
2023-06-22 23:00:00;974;5383;0;3608;12.6;27.2;0.0;0.0;977.3
2023-06-23 00:00:00;1038;5502;0;3608;12.5;27.0;0.0;0.0;977.4
2023-06-23 01:00:00;1002;5368;0;3608;12.5;26.8;0.0;0.0;976.8
2023-06-23 02:00:00;1016;5396;0;3610;12.7;25.9;0.0;0.0;975.9
2023-06-23 03:00:00;1046;5313;0;3608;12.4;25.6;0.0;0.0;975.4
2023-06-23 04:00:00;1055;5410;0;3609;12.5;24.9;0.0;0.0;976.3
2023-06-23 05:00:00;945;5460;0;3610;12.5;23.8;0.0;0.0;976.2
2023-06-23 06:00:00;1032;5427;0;3608;12.5;24.7;0.0;0.0;976.1
2023-06-23 07:00:00;1006;5300;0;3608;13.1;29.2;0.0;0.0;975.8
2023-06-23 08:00:00;967;5398;0;3614;13.2;29.2;0.0;0.0;975.9
2023-06-23 09:00:00;1020;5366;0;3608;13.3;31.2;0.0;0.0;976.6
2023-06-23 10:00:00;1020;5320;0;3608;14.2;32.6;0.0;0.0;976.9
2023-06-23 11:00:00;950;5447;0;3608;14.1;36.1;0.0;0.0;976.6
2023-06-23 12:00:00;1034;5445;0;3609;13.2;35.6;0.0;0.0;976.6
2023-06-23 13:00:00;974;5411;0;3608;13.3;36.3;0.0;0.0;976.4
2023-06-23 14:00:00;1021;5615;0;3610;13.0;36.8;0.0;0.0;976.2
2023-06-23 15:00:00;1002;5413;0;3608;13.1;29.7;0.0;0.0;975.8
2023-06-23 16:00:00;997;5469;0;3609;13.4;27.7;0.0;0.0;976.1
2023-06-23 17:00:00;986;5437;0;3608;13.3;26.8;0.0;0.0;976.4
2023-06-23 18:00:00;1044;5450;0;3608;13.3;28.5;0.0;0.0;975.7
2023-06-23 19:00:00;1048;5378;0;3609;13.2;32.8;0.0;0.0;975.7
2023-06-23 20:00:00;1006;5581;0;3608;12.5;28.1;0.0;0.0;976.1
2023-06-23 21:00:00;942;5471;0;3608;12.5;24.9;0.0;0.0;976.3
2023-06-23 22:00:00;990;5552;0;3609;12.6;23.9;0.0;0.0;976.5
2023-06-23 23:00:00;929;5263;0;3608;12.6;23.5;0.0;0.0;977.1
2023-06-24 00:00:00;960;5354;0;3609;12.6;23.0;0.0;0.0;977.9
2023-06-24 01:00:00;1005;5588;0;3608;12.6;21.6;0.0;0.0;978.3
2023-06-24 02:00:00;959;5293;0;3608;12.6;20.9;0.0;0.0;978.2
2023-06-24 03:00:00;1008;5478;0;3609;12.5;20.4;0.0;0.0;977.9
2023-06-24 04:00:00;1052;5285;0;3608;12.4;19.8;0.0;0.0;978.1
2023-06-24 05:00:00;1049;5620;0;3609;12.5;19.3;0.0;0.0;978.4
2023-06-24 06:00:00;1024;5489;0;3608;12.4;21.3;0.0;0.0;978.8
2023-06-24 07:00:00;987;5293;0;3609;13.0;26.7;0.0;0.0;979.2
2023-06-24 08:00:00;1000;5417;0;3609;13.2;30.2;0.0;0.0;979.8
2023-06-24 09:00:00;1000;5450;0;3609;14.3;33.4;0.0;0.0;980.3
2023-06-24 10:00:00;942;5409;0;3608;14.1;34.6;0.0;0.0;980.4
2023-06-24 11:00:00;984;5141;0;3609;13.3;34.6;0.0;0.0;980.6
2023-06-24 12:00:00;1017;5270;0;3608;13.1;33.1;0.0;0.0;980.7
2023-06-24 13:00:00;1014;5349;0;3608;13.2;33.9;0.0;0.0;980.3
2023-06-24 14:00:00;1001;5568;0;3609;13.2;34.6;0.0;0.0;979.7
2023-06-24 15:00:00;957;5472;0;3609;13.3;36.4;0.0;0.0;979.7
2023-06-24 16:00:00;1020;5218;0;3608;13.2;36.7;0.0;0.0;979.4
2023-06-24 17:00:00;969;5379;0;3608;13.2;37.2;0.0;0.0;979.0
2023-06-24 18:00:00;1013;5564;0;3609;13.2;37.4;0.0;0.0;978.8
2023-06-24 19:00:00;1019;5501;0;3608;12.7;36.3;0.0;0.0;978.7
2023-06-24 20:00:00;1003;5346;0;3607;12.7;29.8;0.0;0.0;978.9
2023-06-24 21:00:00;1027;5532;0;3610;12.6;24.8;0.0;0.0;978.9
2023-06-24 22:00:00;961;5247;0;3607;12.6;23.3;0.0;0.0;979.1
2023-06-24 23:00:00;1066;5166;0;3610;12.5;22.0;0.0;0.0;979.5
2023-06-25 00:00:00;980;5432;0;3608;12.6;21.4;0.0;0.0;979.8
2023-06-25 01:00:00;976;5429;0;3608;12.4;20.4;0.0;0.0;979.9
2023-06-25 02:00:00;992;5389;0;3609;12.4;20.4;0.0;0.0;980.0
2023-06-25 03:00:00;988;5498;0;3608;12.6;19.7;0.0;0.0;979.9
2023-06-25 04:00:00;1042;5288;0;3609;12.4;18.8;0.0;0.0;979.7
2023-06-25 05:00:00;974;5540;0;3609;12.4;18.7;0.0;0.0;979.3
2023-06-25 06:00:00;1001;5511;0;3609;12.3;21.0;0.0;0.0;979.3
2023-06-25 07:00:00;986;5359;0;3609;12.9;26.9;0.0;0.0;979.5
2023-06-25 08:00:00;995;5096;0;3608;13.2;30.7;0.0;0.0;979.8
2023-06-25 09:00:00;982;5350;0;3609;14.2;34.2;0.0;0.0;979.8
2023-06-25 10:00:00;977;5278;0;3607;14.3;34.4;0.0;0.0;979.8
2023-06-25 11:00:00;973;5198;0;3609;13.1;33.9;0.0;0.0;979.6
2023-06-25 12:00:00;1009;5451;0;3608;13.2;33.3;0.0;0.0;979.4
2023-06-25 13:00:00;990;5220;0;3610;13.3;34.0;0.0;0.0;979.3
2023-06-25 14:00:00;983;5403;0;3608;13.1;35.5;0.0;0.0;979.0
2023-06-25 15:00:00;1041;5506;0;3609;13.2;36.9;0.0;0.0;978.5
2023-06-25 16:00:00;1045;5229;0;3607;13.2;37.7;0.0;0.0;978.3
2023-06-25 17:00:00;1026;5451;0;3609;13.1;38.7;0.0;0.0;978.0
2023-06-25 18:00:00;989;5300;0;3609;13.1;39.4;0.0;0.0;977.5
2023-06-25 19:00:00;1077;5405;0;3609;12.6;37.4;0.0;0.0;977.3
2023-06-25 20:00:00;1043;5349;0;3608;12.6;29.5;0.0;0.0;977.1
2023-06-25 21:00:00;953;5490;0;3609;12.7;25.5;0.0;0.0;977.4
2023-06-25 22:00:00;1009;5434;0;3608;12.6;24.0;0.0;0.0;977.7
2023-06-25 23:00:00;967;5565;0;3608;12.6;23.2;0.0;0.0;977.9
2023-06-26 00:00:00;989;5366;0;3609;12.5;21.5;0.0;0.0;977.9
2023-06-26 01:00:00;1042;5351;0;3619;12.4;20.7;0.0;0.0;978.0
2023-06-26 02:00:00;978;5299;0;3609;12.5;20.3;0.0;0.0;977.9
2023-06-26 03:00:00;1052;5384;0;3608;12.5;19.5;0.0;0.0;977.7
2023-06-26 04:00:00;999;5461;0;3608;12.5;19.8;0.0;0.0;977.6
2023-06-26 05:00:00;1084;5208;0;3609;12.5;19.9;0.0;0.0;977.5
2023-06-26 06:00:00;976;5477;0;3609;12.4;22.1;0.0;0.0;977.6
2023-06-26 07:00:00;997;5236;0;3609;13.1;27.8;0.0;0.0;977.7
2023-06-26 08:00:00;1035;5351;0;3610;13.2;31.6;0.0;0.0;977.8
2023-06-26 09:00:00;1014;5194;0;3609;14.3;34.8;0.0;0.0;978.2
2023-06-26 10:00:00;1029;5311;0;3608;14.2;36.2;0.0;0.0;978.3
2023-06-26 11:00:00;977;5351;0;3609;13.1;36.3;0.0;0.0;978.3
2023-06-26 12:00:00;1057;5482;0;3609;13.3;35.6;0.0;0.0;978.1
2023-06-26 13:00:00;982;5283;0;3607;13.1;36.2;0.0;0.0;977.9
2023-06-26 14:00:00;995;5362;0;3609;13.1;38.4;0.0;0.0;977.5
2023-06-26 15:00:00;1015;5455;0;3608;14.2;40.6;0.0;0.0;977.4
2023-06-26 16:00:00;1013;5289;0;3608;14.2;41.9;0.0;0.0;977.2
2023-06-26 17:00:00;1090;5291;0;3608;14.2;42.5;0.0;0.0;976.8
2023-06-26 18:00:00;1013;5249;0;3609;12.8;41.6;0.0;0.0;976.4
2023-06-26 19:00:00;1002;5473;0;3608;12.7;38.5;0.0;0.0;976.1
2023-06-26 20:00:00;1022;5114;0;3607;12.6;31.2;0.0;0.0;976.0
2023-06-26 21:00:00;939;5517;0;3609;12.6;27.9;0.0;0.0;976.2
2023-06-26 22:00:00;958;5330;0;3609;12.5;26.8;0.0;0.0;976.3
2023-06-26 23:00:00;1030;5334;0;3609;12.5;25.1;0.0;0.0;976.5
2023-06-27 00:00:00;994;5434;0;3608;12.4;24.0;0.0;0.0;976.7
2023-06-27 01:00:00;987;5397;0;3608;12.5;23.4;0.0;0.0;976.7
2023-06-27 02:00:00;991;5391;0;3608;12.5;22.7;0.0;0.0;976.3
2023-06-27 03:00:00;1011;5250;0;3608;12.4;22.2;0.0;0.0;976.2
2023-06-27 04:00:00;956;5388;0;3609;12.5;21.9;0.0;0.0;975.7
2023-06-27 05:00:00;907;5225;0;3608;12.5;22.1;0.0;0.0;975.2
2023-06-27 06:00:00;1031;5418;0;3610;12.4;25.0;0.0;0.0;975.1
2023-06-27 07:00:00;983;5184;0;3611;13.2;30.2;0.0;0.0;975.5
2023-06-27 08:00:00;1051;5471;0;3609;13.2;34.8;0.0;0.0;975.4
2023-06-27 09:00:00;986;5471;0;3608;14.2;38.2;0.0;0.0;975.6
2023-06-27 10:00:00;964;5297;0;3610;14.3;39.5;0.0;0.0;975.5
2023-06-27 11:00:00;1017;5406;0;3608;14.3;40.1;0.0;0.0;975.4
2023-06-27 12:00:00;998;5412;0;3609;14.1;40.3;0.0;0.0;975.2
2023-06-27 13:00:00;975;5614;0;3608;14.1;40.7;0.0;0.0;975.0
2023-06-27 14:00:00;1002;5365;0;3609;13.2;41.1;0.0;0.0;974.4
2023-06-27 15:00:00;998;5396;0;3608;14.2;40.5;0.0;0.0;973.7
2023-06-27 16:00:00;1050;5361;0;3608;14.2;40.6;0.0;0.0;973.2
2023-06-27 17:00:00;1060;5526;0;3609;14.1;41.2;0.0;0.0;972.5
2023-06-27 18:00:00;987;5500;0;3609;12.7;38.6;0.0;0.0;972.4
2023-06-27 19:00:00;1029;5521;0;3609;12.6;34.3;0.0;0.0;972.0
2023-06-27 20:00:00;1048;5437;0;3608;12.7;29.7;0.0;0.0;971.9
2023-06-27 21:00:00;1060;5230;0;3608;12.4;27.4;0.0;0.0;971.7
2023-06-27 22:00:00;1009;5341;0;3609;12.5;25.9;0.0;0.0;972.4
2023-06-27 23:00:00;911;5474;0;3608;12.6;24.6;0.0;0.0;973.6
2023-06-28 00:00:00;1039;5355;0;3608;12.6;23.8;0.0;0.0;974.3
2023-06-28 01:00:00;1008;5401;0;3609;12.5;22.5;0.0;0.0;974.2
2023-06-28 02:00:00;1007;5422;0;3608;12.6;21.4;0.0;0.0;974.2
2023-06-28 03:00:00;977;5392;0;3609;12.6;20.7;0.0;0.0;974.1
2023-06-28 04:00:00;991;5322;0;3608;12.5;20.9;0.0;0.0;974.3
2023-06-28 05:00:00;992;5314;0;3609;12.4;20.9;0.0;0.0;974.5
2023-06-28 06:00:00;1032;5396;0;3619;12.6;22.0;0.0;0.0;974.5
2023-06-28 07:00:00;1002;5419;0;3608;12.8;24.1;0.0;0.0;974.7
2023-06-28 08:00:00;955;5360;0;3609;13.2;24.9;0.0;0.0;974.8
2023-06-28 09:00:00;953;5531;0;3608;13.1;24.8;0.0;0.0;975.0
2023-06-28 10:00:00;984;5435;0;3609;13.3;25.0;0.0;0.0;975.5
2023-06-28 11:00:00;1041;5336;0;3609;13.2;26.4;0.0;0.0;975.9
2023-06-28 12:00:00;959;5517;0;3608;13.2;28.1;0.0;0.0;976.2
2023-06-28 13:00:00;955;5351;0;3609;14.3;31.1;0.0;0.0;976.4
2023-06-28 14:00:00;964;5591;0;3608;13.3;29.6;0.0;0.0;976.5
2023-06-28 15:00:00;989;5233;0;3608;13.2;32.7;0.0;0.0;976.3
2023-06-28 16:00:00;1022;5473;0;3609;13.2;33.8;0.0;0.0;976.2
2023-06-28 17:00:00;1031;5614;0;3608;13.1;32.8;0.0;0.0;976.1
2023-06-28 18:00:00;1024;5175;0;3608;13.2;31.8;0.0;0.0;976.0
2023-06-28 19:00:00;1007;5549;0;3609;12.8;29.2;0.0;0.0;976.2
2023-06-28 20:00:00;1011;5337;0;3608;12.6;24.6;0.0;0.0;976.3
2023-06-28 21:00:00;1012;5313;0;3608;12.7;22.5;0.0;0.0;976.7
2023-06-28 22:00:00;981;5258;0;3609;12.6;21.2;0.0;0.0;977.4
2023-06-28 23:00:00;1030;5417;0;3609;12.5;19.9;0.0;0.0;977.9
2023-06-29 00:00:00;973;5309;0;3608;12.6;19.8;0.0;0.0;978.2
2023-06-29 01:00:00;1000;5399;0;3609;12.4;19.4;0.0;0.0;978.6
2023-06-29 02:00:00;1001;5375;0;3608;12.5;18.8;0.0;0.0;978.4
2023-06-29 03:00:00;1004;5322;0;3608;12.4;19.5;0.0;0.0;978.3
2023-06-29 04:00:00;974;5202;0;3609;12.4;19.0;0.0;0.0;978.2
2023-06-29 05:00:00;1011;5250;0;3608;12.5;19.2;0.0;0.0;978.4
2023-06-29 06:00:00;1038;5486;0;3609;12.4;22.1;0.0;0.0;978.3
2023-06-29 07:00:00;1016;5184;0;3609;13.1;26.7;0.0;0.0;978.7
2023-06-29 08:00:00;1002;5529;0;3608;13.3;29.8;0.0;0.0;978.9
2023-06-29 09:00:00;1019;5319;0;3608;14.1;32.7;0.0;0.0;979.3
2023-06-29 10:00:00;978;5234;0;3609;13.7;33.7;0.0;0.0;979.2
2023-06-29 11:00:00;900;5437;0;3608;13.3;33.8;0.0;0.0;979.0
2023-06-29 12:00:00;964;5190;0;3608;13.1;33.3;0.0;0.0;979.0
2023-06-29 13:00:00;1071;5354;0;3608;13.2;34.4;0.0;0.0;978.8
2023-06-29 14:00:00;1045;5346;0;3608;13.3;36.0;0.0;0.0;978.2
2023-06-29 15:00:00;1005;5325;0;3609;13.2;37.1;0.0;0.0;977.7
2023-06-29 16:00:00;952;5466;0;3608;13.2;37.4;0.0;0.0;977.2
2023-06-29 17:00:00;1086;5219;0;3609;13.2;37.5;0.0;0.0;976.7
2023-06-29 18:00:00;1012;5281;0;3609;13.0;36.2;0.0;0.0;976.2
2023-06-29 19:00:00;1003;5268;0;3608;12.7;32.2;0.0;0.0;976.0
2023-06-29 20:00:00;1099;5396;0;3608;12.6;26.3;0.0;0.0;976.1
2023-06-29 21:00:00;1043;5306;0;3610;12.6;24.0;0.0;0.0;976.2
2023-06-29 22:00:00;1062;5268;0;3608;12.5;22.9;0.0;0.0;976.2
2023-06-29 23:00:00;1067;5422;0;3609;12.5;22.1;0.0;0.0;976.2
2023-06-30 00:00:00;1068;5440;0;3608;12.6;21.5;0.0;0.0;976.2
2023-06-30 01:00:00;1047;5367;0;3609;12.5;21.2;0.0;0.0;975.9
2023-06-30 02:00:00;1058;5380;0;3608;12.5;20.8;0.0;0.0;975.8
2023-06-30 03:00:00;1059;5491;0;3609;12.5;20.7;0.0;0.0;975.3
2023-06-30 04:00:00;989;5300;0;3608;12.5;20.6;0.0;0.0;975.1
2023-06-30 05:00:00;996;5347;0;3609;12.5;20.9;0.0;0.0;974.8
2023-06-30 06:00:00;1002;5397;0;3609;12.5;24.7;0.0;0.0;974.5
2023-06-30 07:00:00;1079;5369;0;3608;13.1;28.1;0.0;0.0;974.2
2023-06-30 08:00:00;1049;5429;0;3609;13.2;29.9;0.0;0.0;973.8
2023-06-30 09:00:00;1038;5353;0;3608;13.1;30.0;0.0;0.0;974.6
2023-06-30 10:00:00;1066;5286;0;3608;13.0;29.6;0.0;0.0;974.3
2023-06-30 11:00:00;1023;5465;0;3609;12.7;24.8;0.0;0.0;974.1
2023-06-30 12:00:00;1018;5350;0;3608;13.3;24.9;0.0;0.0;975.0
2023-06-30 13:00:00;1013;5462;0;3608;13.3;25.5;0.0;0.0;973.8
2023-06-30 14:00:00;1050;5563;0;3609;13.2;27.9;0.0;0.0;973.7
2023-06-30 15:00:00;1005;5386;0;3608;13.2;27.9;0.0;0.0;973.4
2023-06-30 16:00:00;1006;5369;0;3608;13.3;30.8;0.0;0.0;972.9
2023-06-30 17:00:00;1017;5626;0;3609;13.1;30.4;0.0;0.0;972.3
2023-06-30 18:00:00;1034;5420;0;3608;13.3;33.7;0.0;0.0;971.6
2023-06-30 19:00:00;1008;5472;0;3608;12.7;26.3;0.0;0.0;971.2
2023-06-30 20:00:00;989;5418;0;3609;12.5;23.3;0.0;0.0;971.3
2023-06-30 21:00:00;1035;5313;0;3608;12.5;21.6;0.0;0.0;972.0
2023-06-30 22:00:00;1031;5253;0;3609;12.5;20.6;0.0;0.0;971.8
2023-06-30 23:00:00;1014;5482;0;3609;12.6;19.7;0.0;0.0;971.8
2023-07-01 00:00:00;1025;5326;0;3608;12.5;19.9;0.0;0.0;971.7
2023-07-01 01:00:00;963;5281;0;3608;12.6;19.7;0.0;0.0;971.6
