#Datetime,soil_moisture_gravimetric[g/g],soil_moisture_volumetric[m3/m3],neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(°C),temperature_ext(°C),ur(%),pressure(hPa)
2023-01-04 01:00:00,0.210688567924,0.316032851886,1013.1743331906,5620.0214097343,,3607,12.24,9.23,0,0,990.34
2023-01-04 02:00:00,0.20900715320639,0.31351072980958,1012.9990917377,5602.5211816052,,3607,12.23,9.53,0,0,990.34
2023-01-04 03:00:00,0.21333707014155,0.32000560521233,1007.9284288084,5603.2213369063,,3608,12.28,9.6,0,0,990.6
2023-01-04 04:00:00,0.21359726433061,0.32039589649591,1003.4705204209,5605.7675338096,,3610,12.45,9.8,0,0,990.46
2023-01-04 05:00:00,0.21440245841043,0.32160368761564,999.66518667179,5589.5074516582,,3613,12.33,9.92,0,0,990.3
2023-01-04 06:00:00,0.21396784541033,0.3209517681155,998.29035227525,5576.0446120051,,3615,12.13,10.04,0,0,990.2
2023-01-04 07:00:00,0.2128939868179,0.31934098022686,998.37313159781,5564.6441586564,,3605,12.2,10.73,0,0,990.9
2023-01-04 08:00:00,0.21407289860418,0.32110934790628,998.99464862368,5592.4539951837,,3608,12.32,11.8,0,0,991.08
2023-01-04 09:00:00,0.21342743637729,0.32014115456593,998.90519385829,5594.245599972,,3609,12.48,13.21,0,0,991.51
2023-01-04 10:00:00,0.21090554205171,0.31635831307757,998.8572620369,5592.6382992718,,3609,12.44,13.49,0,0,991.52
2023-01-04 11:00:00,0.21287482480371,0.31931223720556,991.04895509606,5598.367728377,,3614,12.69,14.19,0,0,991.1
2023-01-04 12:00:00,0.20990049890833,0.3148507483625,1000.1236351567,5596.596504193,,3612,12.47,13.9,0,0,990.37
2023-01-04 13:00:00,0.21041714382155,0.31562571573233,991.12833434274,5586.9077630252,,3610,12.45,13.18,0,0,989.78
2023-01-04 14:00:00,0.20998754354958,0.31498131532438,991.6735240737,5601.0187586792,,3610,12.25,12.51,0,0,989.42
2023-01-04 15:00:00,0.20972370261337,0.31458555392006,996.03359582289,5592.6841126109,,3609,12.12,11.81,0,0,989.08
2023-01-04 16:00:00,0.21248827547582,0.31873241321373,995.43893791621,5600.5776774127,,3613,12.34,11.57,0,0,989.25
2023-01-04 17:00:00,0.21127346133858,0.31691019200787,998.18411527994,5594.2614607703,,3611,12.35,11.39,0,0,988.59
2023-01-04 18:00:00,0.21279379804517,0.31919069706775,994.23230892513,5599.908885684,,3614,12.32,11.28,0,0,988.55
2023-01-04 19:00:00,0.21004316484351,0.31506474726527,998.61537853045,5595.8083005556,,3613,12.56,11.09,0,0,988.23
2023-01-04 20:00:00,0.21278907064418,0.31918360596627,995.20420179535,5584.3686802502,,3615,12.02,10.85,0,0,988.16
2023-01-04 21:00:00,0.2148228493889,0.32223427408335,989.06784304073,5575.5259286693,,3613,12.32,10.71,0,0,987.41
2023-01-04 22:00:00,0.21559625625157,0.32339438437736,987.00039430024,5575.3408753567,,3614,12.66,10.68,0,0,987.66
2023-01-04 23:00:00,0.21839733611987,0.32759600417981,987.28862769004,5569.312907518,,3605,11.89,10.49,0,0,986.97
2023-01-05 00:00:00,0.21767082290026,0.32650623435039,980.69934535881,5577.7302080626,,3605,12.25,10.36,0,0,986.74
2023-01-05 01:00:00,0.21888322134217,0.32832483201326,982.53664271451,5571.4161698054,,3615,11.86,9.44,0,0,986.23
2023-01-05 02:00:00,0.21822814102153,0.3273422115323,986.00885974222,5569.7227560421,,3613,11.82,8.64,0,0,985.39
2023-01-05 03:00:00,0.2150624592534,0.32259368888011,985.99971059038,5564.619445472,,3610,12.22,8.29,0,0,984.73
2023-01-05 04:00:00,0.21570958336217,0.32356437504325,986.48636319272,5564.322322243,,3610,12,8.47,0,0,984.4
2023-01-05 05:00:00,0.21412691389428,0.32119037084142,985.08504025529,5557.7740607504,,3612,12.28,8.43,0,0,983.89
2023-01-05 06:00:00,0.21310621106112,0.31965931659169,990.02625529089,5539.8969586527,,3613,12.12,8.69,0,0,984.09
2023-01-05 07:00:00,0.21128626791002,0.31692940186503,991.62712877416,5548.6861630994,,3611,12.65,11.26,0,0,983.78
2023-01-05 08:00:00,0.20792846487938,0.31189269731906,1000.230695843,5542.8834986126,,3608,12.89,14.31,0,0,983.8
2023-01-05 09:00:00,0.20887375075874,0.31331062613811,1007.1777028671,5570.1073181665,,3613,14.22,18.15,0,0,983.97
2023-01-05 10:00:00,0.20890541586107,0.31335812379161,1010.775430215,5579.3096944306,,3609,14.15,19.85,0,0,984.03
2023-01-05 11:00:00,0.20645378631418,0.30968067947128,1016.1830099178,5584.5176710183,,3608,14.14,19.94,0,0,983.19
2023-01-05 12:00:00,0.20886871858587,0.31330307787881,1022.2474987529,5609.2430793367,,3609,14.2,21.08,0,0,982.62
2023-01-05 13:00:00,0.20919311631855,0.31378967447782,1020.9468130246,5623.1132590642,,3608,14.16,20.62,0,0,982.4
2023-01-05 14:00:00,0.20902778622878,0.31354167934318,1018.3732830197,5627.7157436216,,3608,12.92,15.39,0,0,982.36
2023-01-05 15:00:00,0.20855257782079,0.31282886673119,1021.3769902001,5642.6594997054,,3609,12.72,12.22,0,0,982.02
2023-01-05 16:00:00,0.20950786814375,0.31426180221563,1015.9544732818,5624.5805457327,,3608,12.67,10.65,0,0,982.13
2023-01-05 17:00:00,0.21054545419477,0.31581818129216,1018.2722567144,5650.5567405267,,3609,12.52,10.18,0,0,982.4
2023-01-05 18:00:00,0.20900965580682,0.31351448371023,1016.8191754536,5666.0041174037,,3609,12.66,9.63,0,0,982.87
2023-01-05 19:00:00,0.21138256339157,0.31707384508735,1012.9812255837,5680.5884807645,,3608,12.61,9.41,0,0,983.02
2023-01-05 20:00:00,0.20937381203717,0.31406071805575,1009.6548390483,5693.9129092523,,3608,12.68,8.85,0,0,983.51
2023-01-05 21:00:00,0.20836270969794,0.31254406454691,1009.7877174896,5693.6537532508,,3609,12.69,8.97,0,0,983.83
2023-01-05 22:00:00,0.20592999997271,0.30889499995906,1010.9776273774,5675.6814138156,,3609,12.69,8.87,0,0,983.96
2023-01-05 23:00:00,0.20455045170301,0.30682567755451,1008.4856638984,5668.459073335,,3608,12.46,7.98,0,0,984.01
2023-01-06 00:00:00,0.20122157806034,0.30183236709051,1011.6053032413,5647.6920621573,,3609,12.61,8.49,0,0,984.17
2023-01-06 01:00:00,0.20436098273014,0.30654147409521,1008.7208277154,5653.1129617021,,3609,12.42,8.79,0,0,984.64
2023-01-06 02:00:00,0.20671369390416,0.31007054085624,1007.1948429265,5657.6491650616,,3608,12.42,8.41,0,0,984.51
2023-01-06 03:00:00,0.20756311197134,0.311344667957,1003.6803493178,5651.5060039276,,3609,12.54,8.98,0,0,984.11
2023-01-06 04:00:00,0.20640099774677,0.30960149662016,1010.1581871068,5660.4127933993,,3608,12.57,9.66,0,0,984.01
2023-01-06 05:00:00,0.20752150471177,0.31128225706766,1009.3168832179,5657.8045540292,,3608,12.42,10,0,0,984.19
2023-01-06 06:00:00,0.21091708762537,0.31637563143806,1006.3042582833,5669.0761326882,,3609,12.65,10.07,0,0,984.79
2023-01-06 07:00:00,0.21262512736799,0.31893769105198,1007.6047987263,5667.5252210382,,3609,12.4,11.01,0,0,985.31
2023-01-06 08:00:00,0.21302770644047,0.31954155966071,1010.3978992769,5657.8357461499,,3610,12.62,11.73,0,0,985.74
2023-01-06 09:00:00,0.21296780021862,0.31945170032793,1009.9599088993,5655.5362523921,,3609,12.42,12.09,0,0,986.26
2023-01-06 10:00:00,0.21154954266324,0.31732431399486,1011.13411041,5664.7292451742,,3610,12.62,12.22,0,0,986.64
2023-01-06 11:00:00,0.21313529984628,0.31970294976942,1012.2214830853,5686.8491062684,,3609,12.7,12.39,0,0,986.06
